"x","y","z","type"
-84.0131607171008,-3.20975146589698,9,"Spp_1"
-84.2306318138673,-3.43974570419945,9,"Spp_1"
-83.9658649945154,-3.3059512643421,9,"Spp_1"
-84.6069240726865,-3.04163223973632,9,"Spp_1"
-84.0637276302609,-3.51802285673954,9,"Spp_1"
-84.2749830634698,-3.12750240841843,9,"Spp_1"
-84.0218654884226,-3.06599799442439,9,"Spp_1"
-83.9989056576868,-3.26561958000751,9,"Spp_1"
-84.3556997460898,-3.02255329579783,9,"Spp_1"
-84.3056030809009,-3.1678959643916,10,"Spp_1"
-84.5619024853949,-3.45155438192174,10,"Spp_1"
-84.3397156279648,-3.57471533390222,10,"Spp_1"
-84.2512666069069,-3.32783255524483,10,"Spp_1"
-84.1241972513393,-3.80912082863347,10,"Spp_1"
-84.5857338961906,-3.31373412757644,10,"Spp_1"
-84.2055414430865,-3.41074792345162,10,"Spp_1"
-84.1974898166103,-3.88590292515192,10,"Spp_1"
-84.1596437404903,-3.35678645758912,10,"Spp_1"
-84.1866734463255,-2.8220396536204,10,"Spp_1"
-84.577440254626,-3.48659828807081,11,"Spp_1"
-84.142722620719,-3.37194866146775,11,"Spp_1"
-84.2540916607298,-3.45961291675661,11,"Spp_1"
-84.1560923470402,-3.48379399677988,11,"Spp_1"
-84.190564091785,-3.61505117395486,11,"Spp_1"
-84.2096363769788,-3.1257158007166,11,"Spp_1"
-84.1645082551292,-3.23730118308116,11,"Spp_1"
-84.3617579209994,-3.52837606689539,11,"Spp_1"
-84.1150456770934,-3.52292971189781,11,"Spp_1"
-84.1139305936433,-3.42650850228091,11,"Spp_1"
-84.1150672599452,-3.48892702940798,12,"Spp_1"
-84.3872374660981,-3.01620905041201,12,"Spp_1"
-84.1658715292367,-3.56899629910242,12,"Spp_1"
-83.7797935257694,-3.15961756572228,12,"Spp_1"
-83.7816686760944,-3.65590199581412,12,"Spp_1"
-84.4222647112816,-3.89928169641407,12,"Spp_1"
-84.3168880446047,-3.61638275077626,12,"Spp_1"
-84.1877270591153,-3.70324973210032,12,"Spp_1"
-84.0861299435277,-3.04368336135736,12,"Spp_1"
-83.979988591813,-3.7981822393459,12,"Spp_1"
-84.6706264655723,-3.23553901706479,13,"Spp_1"
-84.1324059542892,-3.71045814273192,13,"Spp_1"
-84.1255349719846,-3.6174907561415,13,"Spp_1"
-84.0203882330713,-4.02360720527092,13,"Spp_1"
-84.1040779899091,-3.54534112437995,13,"Spp_1"
-84.1069603725603,-3.42133236576458,13,"Spp_1"
-84.4630025082038,-3.52666102543106,13,"Spp_1"
-84.1168732695608,-3.61828424696815,13,"Spp_1"
-84.1796208320284,-3.99299917844252,13,"Spp_1"
-83.9700354474295,-3.8071707874542,13,"Spp_1"
-84.177420277335,-3.37485695417067,14,"Spp_1"
-83.9123770402377,-3.93666240976701,14,"Spp_1"
-83.9022388576038,-3.76140214971179,14,"Spp_1"
-83.9605202876822,-3.35283640343164,14,"Spp_1"
-84.1278091023381,-3.79051254847329,14,"Spp_1"
-84.2279625313281,-3.30627664160411,14,"Spp_1"
-84.161363085971,-3.67317194592409,14,"Spp_1"
-84.2062260569953,-3.97684614981155,14,"Spp_1"
-84.2097061194007,-3.35514013391472,14,"Spp_1"
-83.9271810999825,-3.81524395153653,14,"Spp_1"
-83.8844085458637,-3.78174812417019,15,"Spp_1"
-84.3918319302924,-3.8089073172775,15,"Spp_1"
-84.1017318872279,-4.02070881135476,15,"Spp_1"
-83.932503187165,-4.04329142814028,15,"Spp_1"
-83.9204830797106,-3.50153786295758,15,"Spp_1"
-83.617637436391,-3.90796815203565,15,"Spp_1"
-84.2451387578851,-3.80019385344723,15,"Spp_1"
-83.9908869088618,-4.60312010525578,15,"Spp_1"
-83.7539689273256,-3.80983866380934,15,"Spp_1"
-83.8478226004802,-3.96245629912343,15,"Spp_1"
-84.1767043759925,-4.61891880278603,16,"Spp_1"
-83.7978157218661,-3.68514460281335,16,"Spp_1"
-84.6443551794381,-3.91685462697615,16,"Spp_1"
-83.9264716145187,-3.98714029192316,16,"Spp_1"
-84.2694416921843,-4.17173663659967,16,"Spp_1"
-84.0577807365143,-4.35073603817571,16,"Spp_1"
-84.259386136167,-3.92036454280926,16,"Spp_1"
-84.4595548512366,-3.91405535476145,16,"Spp_1"
-83.8442531027171,-4.26873277966993,16,"Spp_1"
-83.5729043719347,-3.39513597484741,16,"Spp_1"
-84.1115721464567,-4.30875379578143,17,"Spp_1"
-84.2262501364643,-3.86064455596212,17,"Spp_1"
-84.555993872985,-3.85643198976051,17,"Spp_1"
-83.7377615062946,-4.55463052662056,17,"Spp_1"
-84.0818630811961,-4.63657091901774,17,"Spp_1"
-83.3461471519921,-4.93369211863198,17,"Spp_1"
-84.0828150587982,-3.94818136091841,17,"Spp_1"
-84.5731346769734,-4.05122779988568,17,"Spp_1"
-83.9661640295923,-4.37248081725888,17,"Spp_1"
-83.7613357749163,-4.08841568153662,17,"Spp_1"
-84.3905415925634,-4.55033791752517,18,"Spp_1"
-83.8469085173305,-4.70544899721884,18,"Spp_1"
-84.1961783390322,-4.47284970345747,18,"Spp_1"
-84.172860828786,-4.35538315343096,18,"Spp_1"
-84.1771923302243,-4.23045179184042,18,"Spp_1"
-84.2564271736623,-4.20314707918257,18,"Spp_1"
-83.9477841315154,-4.44952661576812,18,"Spp_1"
-83.803311958412,-4.1543039606487,18,"Spp_1"
-83.9649049713226,-4.25601369969174,18,"Spp_1"
-83.9061458366475,-4.67549134814426,18,"Spp_1"
-84.5245322181274,-4.45388048720547,19,"Spp_1"
-84.2311694311872,-4.63684428502038,19,"Spp_1"
-84.2195954656016,-4.69580109603025,19,"Spp_1"
-84.1388932833289,-4.71965718118865,19,"Spp_1"
-84.0877906402528,-4.84312306417771,19,"Spp_1"
-84.199729119757,-4.38817999420157,19,"Spp_1"
-84.6091368515515,-4.36798530543888,19,"Spp_1"
-84.3763660784136,-4.79118592973035,19,"Spp_1"
-84.6108609923126,-4.36233930711976,19,"Spp_1"
-84.3455629516984,-4.59589431937144,19,"Spp_1"
-84.2520759379081,-4.90642852266971,20,"Spp_1"
-83.9270489920275,-5.11164645375318,20,"Spp_1"
-84.0748987950304,-4.36661174278145,20,"Spp_1"
-84.7443242477378,-4.74116015348222,20,"Spp_1"
-84.545379462527,-4.24872843965962,20,"Spp_1"
-84.1806917695719,-4.45221421393319,20,"Spp_1"
-84.0501289834251,-4.81716456942707,20,"Spp_1"
-84.331087702079,-4.865080519364,20,"Spp_1"
-84.0671313762911,-5.01455215744659,20,"Spp_1"
-84.0031449473997,-3.9002231089606,20,"Spp_1"
-84.3960168888709,-4.62390268484636,21,"Spp_1"
-84.0848575823488,-5.09884689517918,21,"Spp_1"
-84.441870807467,-4.90447729192012,21,"Spp_1"
-83.8607831424929,-4.99401284196131,21,"Spp_1"
-84.1999792349776,-4.80630520458511,21,"Spp_1"
-84.1840681771133,-4.71961300032322,21,"Spp_1"
-83.974012653922,-4.88983743539813,21,"Spp_1"
-85.0709044100858,-4.8132521726673,21,"Spp_1"
-84.3044366839726,-4.95239880937461,21,"Spp_1"
-84.4962419599769,-4.2134609052933,21,"Spp_1"
-84.3223475355296,-4.94992801500672,22,"Spp_1"
-84.5365372017852,-4.58746967095213,22,"Spp_1"
-84.098785675202,-4.84013055653689,22,"Spp_1"
-84.3309053779084,-4.74585456733756,22,"Spp_1"
-83.7719517715359,-5.16152784290967,22,"Spp_1"
-83.8098462835337,-4.78877845543881,22,"Spp_1"
-84.167216484587,-4.99843429656857,22,"Spp_1"
-83.9216782382126,-5.04662386117032,22,"Spp_1"
-84.1916292236256,-5.131864358349,22,"Spp_1"
-84.3813445119514,-4.66778397203487,22,"Spp_1"
-84.1364605327465,-5.61830064286197,23,"Spp_1"
-83.6448710065892,-4.94394856430209,23,"Spp_1"
-84.3055636917094,-5.31860979967569,23,"Spp_1"
-84.3719487099275,-4.90716036404136,23,"Spp_1"
-83.6945703685266,-4.9700810448814,23,"Spp_1"
-83.9312754948563,-4.9809044586875,23,"Spp_1"
-84.101589588288,-5.12814045408494,23,"Spp_1"
-83.8061526604444,-5.27287082841161,23,"Spp_1"
-83.8004531255158,-4.83565094346986,23,"Spp_1"
-84.2534544768756,-4.79516706298117,23,"Spp_1"
-84.0781453916614,-5.36114210354502,24,"Spp_1"
-83.9272282365821,-5.63417033689553,24,"Spp_1"
-83.7768461842757,-5.41909174653795,24,"Spp_1"
-84.740541506889,-5.11711250649559,24,"Spp_1"
-84.1876683716247,-5.61991848603703,24,"Spp_1"
-83.9920980147486,-5.7201243085128,24,"Spp_1"
-84.4613267266158,-5.92656730355402,24,"Spp_1"
-84.3502918119969,-5.07514545735563,24,"Spp_1"
-83.7155770811268,-5.30491847545872,24,"Spp_1"
-84.0152618610039,-5.84210457058575,24,"Spp_1"
-84.218553646045,-5.58351533862506,25,"Spp_1"
-84.3017290216375,-5.29724150934462,25,"Spp_1"
-83.8562091902705,-5.37615616250412,25,"Spp_1"
-84.100944289608,-5.5361768698276,25,"Spp_1"
-84.0913409493375,-5.37963137542887,25,"Spp_1"
-84.2025921784517,-5.61516197145339,25,"Spp_1"
-84.0909165848559,-5.44242538456137,25,"Spp_1"
-84.1752488389116,-5.56274297741319,25,"Spp_1"
-84.173404718734,-5.90116087236999,25,"Spp_1"
-84.5369765775828,-5.24513307514538,25,"Spp_1"
-84.7078607175045,-6.18081978834187,26,"Spp_1"
-84.4385755643958,-5.40434565594359,26,"Spp_1"
-84.2270882349901,-6.21491680836357,26,"Spp_1"
-84.420009932831,-5.25540725014867,26,"Spp_1"
-83.5831360783811,-5.82611238924517,26,"Spp_1"
-84.183433024702,-6.13610294941216,26,"Spp_1"
-83.7904636589068,-5.96766705880067,26,"Spp_1"
-84.1657094649877,-5.66800906662538,26,"Spp_1"
-83.8590552118965,-5.69436152941889,26,"Spp_1"
-84.238656631145,-5.87200644788552,26,"Spp_1"
-84.5123129357984,-6.39950815859204,27,"Spp_1"
-83.4686586092689,-6.38070324500075,27,"Spp_1"
-84.0724890879241,-6.38390740341302,27,"Spp_1"
-84.1316201308176,-5.57497733252592,27,"Spp_1"
-84.032610923699,-6.22626056410345,27,"Spp_1"
-83.6386046103109,-6.24583015208536,27,"Spp_1"
-83.969447072825,-5.95695796973747,27,"Spp_1"
-83.9882229110446,-6.47437583574962,27,"Spp_1"
-83.5191660513965,-5.54866829890479,27,"Spp_1"
-84.0763170850532,-5.74995574971408,27,"Spp_1"
-84.1358441924042,-6.59313797804727,28,"Spp_1"
-83.8663642269085,-6.2059790740587,28,"Spp_1"
-83.8731954788214,-6.17750078190271,28,"Spp_1"
-83.6215609190179,-5.80928603697497,28,"Spp_1"
-84.3659088694418,-6.41054792528031,28,"Spp_1"
-83.9083119872472,-6.51161819801482,28,"Spp_1"
-84.3122333555511,-5.97383265211438,28,"Spp_1"
-83.7284905036306,-6.04094675878612,28,"Spp_1"
-83.7788192095079,-6.26220931569476,28,"Spp_1"
-84.0932045748609,-6.13230002010074,28,"Spp_1"
-83.6923213218639,-6.43170316403285,29,"Spp_1"
-84.3437506520777,-6.1968164443731,29,"Spp_1"
-83.3918714922021,-6.32526772596874,29,"Spp_1"
-83.9481310321136,-6.25209960408904,29,"Spp_1"
-83.4830204618031,-6.33420356726726,29,"Spp_1"
-83.8016522215901,-6.34457243072526,29,"Spp_1"
-83.6991927574562,-6.40388340874454,29,"Spp_1"
-83.9884917940736,-6.33654666091939,29,"Spp_1"
-83.528465477437,-6.84401741700429,29,"Spp_1"
-83.7188290660846,-6.31852260117712,29,"Spp_1"
-83.821090277025,-6.29766055588934,30,"Spp_1"
-83.5924207489499,-5.89873748534902,30,"Spp_1"
-83.6751388787716,-6.36993703130857,30,"Spp_1"
-84.2227097373106,-6.69441420332449,30,"Spp_1"
-83.2283914474912,-6.51708576280381,30,"Spp_1"
-83.6070898698614,-6.50106696526837,30,"Spp_1"
-83.78586618433,-6.72617080638959,30,"Spp_1"
-83.5585128413329,-6.41554456214419,30,"Spp_1"
-83.6884630908471,-6.40167305774115,30,"Spp_1"
-83.6312560816357,-6.40209538034221,30,"Spp_1"
-83.871289212494,-6.58082356964455,31,"Spp_1"
-84.3324065878937,-6.64710523813514,31,"Spp_1"
-83.8859448598612,-6.38094567244713,31,"Spp_1"
-83.7250972365557,-6.97027956462517,31,"Spp_1"
-83.818321468591,-6.60909717957255,31,"Spp_1"
-83.5595463199602,-6.35874763110588,31,"Spp_1"
-83.4457250039546,-6.88764500890658,31,"Spp_1"
-83.6479901822084,-6.8223922323601,31,"Spp_1"
-83.7764765775005,-6.78199471606448,31,"Spp_1"
-83.8409379819166,-6.58751023282148,31,"Spp_1"
-83.4545710365477,-6.53592901737114,32,"Spp_1"
-84.0997160015403,-7.27522753243197,32,"Spp_1"
-83.8004665978069,-7.14591022978295,32,"Spp_1"
-83.3731687676811,-6.84016137726661,32,"Spp_1"
-83.6633044757208,-7.14984042142022,32,"Spp_1"
-83.6255023968838,-7.10349374884307,32,"Spp_1"
-83.6851403511199,-7.12083888070469,32,"Spp_1"
-84.2020912445298,-6.85974398589375,32,"Spp_1"
-83.7733892790318,-6.88952268483092,32,"Spp_1"
-83.4692211643036,-7.15101895360692,32,"Spp_1"
-83.6253014929326,-6.96598772015442,33,"Spp_1"
-84.0844891032002,-7.23808009108727,33,"Spp_1"
-83.5632327828673,-7.19114403420801,33,"Spp_1"
-83.5842512840246,-7.07356439423886,33,"Spp_1"
-83.4632244071368,-7.095287808331,33,"Spp_1"
-83.3175948921013,-6.72222531248075,33,"Spp_1"
-83.6399443473684,-6.55468843501941,33,"Spp_1"
-83.5272557337151,-7.16721556251758,33,"Spp_1"
-83.655800473558,-7.49365657491054,33,"Spp_1"
-83.827090729068,-7.26444748670617,33,"Spp_1"
-83.3194519961668,-6.95368382337805,34,"Spp_1"
-83.5098191467502,-7.27149834979649,34,"Spp_1"
-83.5577338546452,-6.91035395675651,34,"Spp_1"
-83.5206214090617,-6.93264134578525,34,"Spp_1"
-83.2168600363361,-7.52122556955958,34,"Spp_1"
-83.6645755689636,-6.94327488510402,34,"Spp_1"
-83.3135575971034,-7.26871657844936,34,"Spp_1"
-83.3338282785538,-7.3855752909835,34,"Spp_1"
-83.2858527560982,-7.28718131254936,34,"Spp_1"
-83.392785714864,-7.13209099141294,34,"Spp_1"
-83.3685127278402,-7.38746239933341,35,"Spp_1"
-83.16359787332,-6.74851300665655,35,"Spp_1"
-83.2115908989046,-7.02838524690072,35,"Spp_1"
-82.7506542949047,-7.06215678499568,35,"Spp_1"
-83.1873747905577,-7.22083593766704,35,"Spp_1"
-83.683417807102,-7.46630658440877,35,"Spp_1"
-82.6239951741425,-7.25729303522676,35,"Spp_1"
-83.2614845763461,-6.87993275406027,35,"Spp_1"
-83.0847506677269,-7.73280270899058,35,"Spp_1"
-83.2151659806958,-7.52993480753687,35,"Spp_1"
-82.8744375012047,-7.15431142772393,36,"Spp_1"
-82.64227588437,-7.98897183435867,36,"Spp_1"
-82.9796550127154,-7.45946440227936,36,"Spp_1"
-83.0110438951721,-7.5764994518568,36,"Spp_1"
-83.4809492726783,-7.60903618353538,36,"Spp_1"
-83.1881663838353,-7.58246849783909,36,"Spp_1"
-82.5451171182996,-7.27271736486615,36,"Spp_1"
-83.4419081352213,-7.23467430619725,36,"Spp_1"
-83.2256936306595,-7.50338962225158,36,"Spp_1"
-82.6808402415352,-7.72684510630764,36,"Spp_1"
-83.19058696799,-8.0621737219553,37,"Spp_1"
-83.0998986170043,-7.2617640645826,37,"Spp_1"
-82.9271414499908,-7.23643105344295,37,"Spp_1"
-82.8206981565063,-7.59287370606043,37,"Spp_1"
-83.2264453248637,-7.69921676007797,37,"Spp_1"
-82.8788295104439,-7.64591431358166,37,"Spp_1"
-82.3727294469492,-7.95710905745861,37,"Spp_1"
-82.7634212233059,-7.94668907363528,37,"Spp_1"
-82.6514792017185,-7.97882700593406,37,"Spp_1"
-83.1676803044628,-7.50933776971078,37,"Spp_1"
-82.9060444269951,-7.52164781960429,38,"Spp_1"
-82.8863495999039,-7.90253402769553,38,"Spp_1"
-82.7647563909704,-7.9803725820814,38,"Spp_1"
-82.8854733646624,-7.45191236492201,38,"Spp_1"
-82.974078283699,-8.11113353359449,38,"Spp_1"
-82.6933717385016,-7.66163943468695,38,"Spp_1"
-83.0515074676717,-7.69351805638834,38,"Spp_1"
-82.6550303003514,-7.76820271882133,38,"Spp_1"
-82.9103637337852,-7.90842879406351,38,"Spp_1"
-82.7658447853642,-7.49280282679802,38,"Spp_1"
-82.7381136353014,-7.88600438599731,39,"Spp_1"
-82.3710276405971,-7.93173052446615,39,"Spp_1"
-82.6966247894395,-7.62681076720776,39,"Spp_1"
-82.7233231622966,-7.82220134219751,39,"Spp_1"
-83.095543557455,-8.12676279364509,39,"Spp_1"
-83.0970854231707,-8.04941001046325,39,"Spp_1"
-82.4950565806003,-7.93653810253424,39,"Spp_1"
-82.0704644109384,-7.83003603497146,39,"Spp_1"
-82.6619078360425,-7.37523253867362,39,"Spp_1"
-82.645844260084,-7.85745100224038,39,"Spp_1"
-82.4888327056419,-8.22964540219153,40,"Spp_1"
-82.3158228453855,-7.80385635991413,40,"Spp_1"
-82.4634059473843,-7.87525123120099,40,"Spp_1"
-82.2091128970816,-8.1103036189962,40,"Spp_1"
-82.707922373074,-7.76555021654428,40,"Spp_1"
-82.0779619911588,-7.84141540217893,40,"Spp_1"
-82.5576996655029,-8.03794225360115,40,"Spp_1"
-82.4884440116642,-8.17779886387033,40,"Spp_1"
-82.1385819937687,-7.77143755660115,40,"Spp_1"
-82.3707668376688,-8.22829483440359,40,"Spp_1"
-82.2257781304356,-7.96198189287595,41,"Spp_1"
-82.4109557352431,-8.05135997754706,41,"Spp_1"
-82.0010676495286,-8.16422043107819,41,"Spp_1"
-81.892537033949,-8.34163927178862,41,"Spp_1"
-82.2097417857548,-7.96739034280154,41,"Spp_1"
-82.0965186387777,-7.67900693980245,41,"Spp_1"
-82.1386562721514,-8.01412192770253,41,"Spp_1"
-81.8448704213498,-8.20278489471585,41,"Spp_1"
-82.5752075657736,-7.87971536264725,41,"Spp_1"
-81.9325022105388,-8.21713653708146,41,"Spp_1"
-82.1027406306009,-8.37056535506959,42,"Spp_1"
-81.6697444463274,-8.34267662862563,42,"Spp_1"
-82.3750552208821,-8.05815073784031,42,"Spp_1"
-81.5788962928009,-8.26856268755717,42,"Spp_1"
-82.0079742396148,-8.19025769414285,42,"Spp_1"
-82.4992089412703,-8.56106055942709,42,"Spp_1"
-82.0545515362586,-8.60593119409534,42,"Spp_1"
-82.1278645139769,-8.10336104045401,42,"Spp_1"
-81.9688464024031,-7.94101790693236,42,"Spp_1"
-82.0345632753225,-8.44734458370392,42,"Spp_1"
-81.7957043108974,-8.03912866444289,43,"Spp_1"
-81.6857559238418,-8.08442841382376,43,"Spp_1"
-81.8037205924383,-8.38534287770704,43,"Spp_1"
-81.773021158412,-7.84373188585157,43,"Spp_1"
-81.6350560835444,-8.1729595116298,43,"Spp_1"
-82.1072644457696,-8.03624943511579,43,"Spp_1"
-82.0955576575324,-8.30193872269158,43,"Spp_1"
-81.6527866756005,-7.80422101113031,43,"Spp_1"
-81.8495059632319,-8.49368320354824,43,"Spp_1"
-82.0180751838478,-8.58801595443449,43,"Spp_1"
-81.6968301494179,-8.29051169565182,44,"Spp_1"
-81.3442094936457,-8.43370653037506,44,"Spp_1"
-81.9525577559526,-8.27237353805027,44,"Spp_1"
-82.2896425696466,-8.33913592794378,44,"Spp_1"
-81.3205201923634,-8.62866968359156,44,"Spp_1"
-81.5595308075023,-8.29551460763872,44,"Spp_1"
-81.9333458730839,-8.00397022447471,44,"Spp_1"
-81.7617983687391,-8.57951923631242,44,"Spp_1"
-82.1363047635732,-8.242472230089,44,"Spp_1"
-81.9137417215157,-8.03880719507291,44,"Spp_1"
-81.7663580878647,-8.14736173541141,45,"Spp_1"
-81.3293279580288,-9.20750846001873,45,"Spp_1"
-81.342759355984,-8.79826889460369,45,"Spp_1"
-81.4751438341082,-8.53882108739869,45,"Spp_1"
-81.6108811267645,-8.59590296878797,45,"Spp_1"
-81.4458983951978,-8.04398565413879,45,"Spp_1"
-81.2177662567542,-8.6957682004815,45,"Spp_1"
-81.3504306624273,-8.12911643045111,45,"Spp_1"
-81.1919053882611,-8.66587697418174,45,"Spp_1"
-80.8403307791904,-8.47126335488518,45,"Spp_1"
-80.9442822170113,-8.28440593003268,46,"Spp_1"
-81.0500301622404,-8.36992082943248,46,"Spp_1"
-80.926048167402,-8.85592983683797,46,"Spp_1"
-81.2976664644162,-8.80436706573116,46,"Spp_1"
-81.2423901976722,-8.52278927415951,46,"Spp_1"
-81.2436556861553,-8.72163919495819,46,"Spp_1"
-81.3713108212464,-8.48595126043874,46,"Spp_1"
-80.7919067541534,-8.77870853535198,46,"Spp_1"
-80.9023515263241,-8.41240058186406,46,"Spp_1"
-80.996102565279,-8.38277665116065,46,"Spp_1"
-80.9430531547739,-8.25964473270272,47,"Spp_1"
-81.0197397240308,-8.83291256685979,47,"Spp_1"
-80.9813199582455,-9.05576840015579,47,"Spp_1"
-80.5785412652378,-8.92772468189821,47,"Spp_1"
-81.184180580622,-9.20792769242684,47,"Spp_1"
-80.662706717079,-8.21990832410324,47,"Spp_1"
-80.3210888051409,-8.32860195636717,47,"Spp_1"
-80.6603787976627,-8.71176654258779,47,"Spp_1"
-80.8651229201239,-8.98598967986417,47,"Spp_1"
-81.138320397471,-8.69094556202568,47,"Spp_1"
-80.7787248938948,-9.018531366261,48,"Spp_1"
-80.5593124330546,-9.03945895193118,48,"Spp_1"
-80.2494030461852,-8.57747382739843,48,"Spp_1"
-80.2728921200575,-9.13527580151548,48,"Spp_1"
-80.5991293455726,-8.56735101392778,48,"Spp_1"
-80.117773752287,-9.2414894830096,48,"Spp_1"
-80.8294415134111,-8.91496886908699,48,"Spp_1"
-80.3415984105724,-8.81627332282999,48,"Spp_1"
-80.3507713996377,-8.67977307897057,48,"Spp_1"
-81.1647778088452,-9.2225644800004,48,"Spp_1"
-80.2517165589617,-8.91731427289965,49,"Spp_1"
-80.696569591444,-8.7824234826213,49,"Spp_1"
-80.5920567383024,-9.07574507360885,49,"Spp_1"
-80.6341853494366,-8.74917003642709,49,"Spp_1"
-80.2626118874914,-8.9178231515639,49,"Spp_1"
-80.2730662220159,-9.20543276380708,49,"Spp_1"
-80.6041070867316,-9.25131423992626,49,"Spp_1"
-79.9222615505546,-8.80743676647878,49,"Spp_1"
-79.8690087762996,-8.97613666677273,49,"Spp_1"
-80.108441894184,-8.9939045571558,49,"Spp_1"
-80.4952413905634,-9.39540569104287,50,"Spp_1"
-80.4168313473843,-8.87396547733401,50,"Spp_1"
-79.8928407868068,-9.30367127597355,50,"Spp_1"
-80.2501423308012,-9.3386776538985,50,"Spp_1"
-79.9659001471321,-9.16213523088258,50,"Spp_1"
-79.9198243761596,-9.26558943145075,50,"Spp_1"
-79.9263356493178,-8.88607056264392,50,"Spp_1"
-80.6749671251646,-9.1651329581384,50,"Spp_1"
-79.8446172288133,-9.32843212323285,50,"Spp_1"
-80.0440256560459,-8.85791945272248,50,"Spp_1"
-79.930901332556,-9.01700988890068,51,"Spp_1"
